article_id,bias_label_distilbert,bias_label_snorkel,bias_prob_snorkel
1135985227_wired-how-click-fraud-could-swallow-the-internet-el-toco-mocho-de-la-publicidad-por-click,0,0,5.154644806170298e-13
1148237808_el-triunfo-de-las-series-frikis,0,0,1.5581185456057973e-13
1136792631_genbeta-declara-ganador-a-meneame,0,0,3.0998019131491464e-13
1136339960_construye-tu-torre-de-almacenamiento,0,0,1.3813523563555707e-13
1160302548_elementos-css-propiedades-orden-alfabetico,0,0,1.5032844532223627e-13
1144926357_ripeando-dvds-a-divx-con-mencoder-mplayer-en-gnulinux,0,0,1.4526026959141558e-13
1160839760_ex-ministro-interior-britanico-recomendo-bombardear-sede-television-jazeera,1,0,2.275574306549227e-09
1159959113_software-libre-administracion-ya-no-interesa-psoe,0,0,5.229760333515241e-13
1157533882_pero-para-sirven-matematicas,0,0,5.154644806170298e-13
1149067053_cronica-de-un-maltrato,0,0,3.0998019131491464e-13
1159274546_trayecto-tren-mas-rapido-mundo,0,0,3.2596901110155395e-13
1156844595_menor-demanda-compra-viviendas,0,0,3.2596901110155395e-13
1166522077_como-enfriar-coca-cola-2-minutos,0,1,0.6502976320815589
1142938423_9-motivos-para-dejar-de-tener-tu-propio-blog,0,0,1.4526026959141558e-13
1142711576_el-bestiario-del-software-libre,0,0,1.5032844532223627e-13
1143152434_como-cagar-bolitas,1,0,3.2596901110155395e-13
1149718660_meneame-code-principales-webs-espana,0,0,3.2596901110155395e-13
1164892055_pon-tus-reclamaciones-contra-ono-timofonica-tele2-desde-tu-ordenador,0,0,1.1491272365052397e-07
1149142661_ahora-si-ha-vuelto-calico-electronico,0,0,1.3813523563555707e-13
1153747343_y-tu-por-cuanto,1,0,1.4526026959141558e-13
1157739710_el-engano-del-carne-por-puntos,0,0,5.229760333515241e-13
1153422081_script-para-evitar-robo-ancho-banda,0,0,3.2596901110155395e-13
1162331209_conoces-tchoukball-apuesto-no,0,0,0.007669519223377722
1167062047_quaero-buscador-europeo-dividido-dos-antes-nacer,0,0,2.578680436288324e-07
1156971435_coleccion-de-logos-2.0,0,0,1.3813523563555707e-13
1167505721_isabel-ii-nombra-house-hugh-laurie-oficial-imperio-britanico,1,0,0.11979518036642971
1144760986_video-tutorial-de-emule,0,0,3.0998019131491464e-13
1167258835_ya-pueden-hacer-isos-discos-wii,0,1,0.6912335113018225
1165782102_porcentaje-uso-google-diferentes-paises-mundo,0,0,0.02939187982393634
1161459598_wikipedia-espanol-plantea-reto-todos-hispanohablantes,0,1,0.9999999999659899
1165496350_opensuse-10.2-ya-disponible-para-descargas,0,1,0.8339892033946887
1153690630_diccionario-de-burradas,1,0,1.5032844532223627e-13
1155750721_test-para-descubrir-cual-tu-lenguaje-programacion-ingles,0,0,1.3813523563555707e-13
1162952469_puede-modelo-software-libre-servir-para-hacer-peliculas,0,0,1.4526026959141558e-13
1142375885_madera-liquida,0,0,5.229760333515241e-13
1144075296_chuleta-de-debian-gnulinux,0,0,1.4526026959141558e-13
1140362562_el-dueno-de-un-bar-se-niega-a-pagar-a-la-sgae-por-tener-un-televisor,0,0,3.3734217071161873e-13
1148020246_symantec-demanda-a-microsoft-por-irregularidades-respecto-a-windows-vista,0,0,1.3813523563555707e-13
1159354420_antena-3-recupera-barrio-sesamo,0,0,1.4526026959141558e-13
1165506995_windows-vista-es-un-dinosaurio,0,1,0.9999999999616378
1165845038_bebe-nacido-con-25-dedos,0,1,0.9999999999384526
1163837076_motero-muere-por-falta-medios,1,0,0.0973942179701204
1159143495_prueba-de-daltonismo,0,0,3.0998019131491464e-13
1162672709_fbi-interroga-estudiante-practicas-google,0,0,0.02939187982393634
1160944123_mark-shuttleworth-primer-patron-kde,0,1,0.9999933269841806
1152109103_david-bravo-responde-sobre-cierre-naiadadonkey,1,0,3.212870882971584e-13
1145030495_alcohol-que-no-produce-resaca-synthehol,0,0,1.4526026959141558e-13
1151499799_xgl-para-xfce-si-que-se-puede,0,0,1.3813523563555707e-13
1149200979_mi-padre-colabora-wikipedia,1,0,1.4526026959141558e-13
1141633692_conozca-el-dni-electronico,0,0,3.0998019131491464e-13
1157532737_mundo-beakman-genial-programa,0,0,3.212870882971584e-13
1137357979_eliminar-los-puntitos-alrededor-de-los-enlaces,0,0,1.5808240666688706e-13
1161099193_planeta-lejano-mitad-fuego-mitad-hielo,0,0,1.3813523563555707e-13
1143977917_html-y-xhtml-para-principiantes,0,0,1.5032844532223627e-13
1144830904_nanotecnologia-solar,0,0,1.4526026959141558e-13
1161372220_reflexion-inteligente-sobre-extrema-derecha,1,1,0.9993504597013338
1160405066_menea-directamente-desde-firefox-enlaces-enviados-meneame,0,0,2.017413848317467e-09
1159715660_ministra-no-entera-carmen-calvo-pedira-bill-gates-dominio-n-red,0,0,5.632940445282087e-13
1149943306_antropologos-encuentran-posibles-palabras-euskera-siglo-iii,0,0,5.691391749020553e-13
1148956832_analisis-examen-informatica-ninos-primer-bachillerato,0,0,4.973239950742341e-13
1145957843_las-100-escenas-mas-terrorificas-del-cine,0,0,1.3813523563555707e-13
1156151020_piques-de-lujo-en-marbella,0,0,1.4526026959141558e-13
1160507641_intentos-agresion-acebes-pique-martorell-insultos-psoe-mitin-zapatero-sabadell,0,1,0.9999999999635194
1167495245_capitulo-mas-geek-de-futurama,0,0,1.2065504288239118e-07
1159698742_mileurista-busca-piso-no-encuentra,1,0,5.691391749020553e-13
1150774350_innovador-banner-reacciona-movimiento-raton,0,0,1.4526026959141558e-13
1152209584_paris-oui-al-wifi-gratuito,0,0,1.4526026959141558e-13
1151100466_nuevos-macbook-blancos-destinen,1,0,3.2596901110155395e-13
1139845272_amarok-14-beta-disponible,0,0,3.0998019131491464e-13
1140507778_el-affaire-buycom-explicado-desde-mangas-verdes,0,0,3.2596901110155395e-13
1155394132_razones-me-declaro-desertor-tercera-guerra-mundial,0,0,3.5474232506039144e-13
1145818870_yo-voto-en-blanco-y-tu,0,0,5.609645767313784e-13
1164495325_ve-desde-torre-mas-alta-toronto,0,0,2.308734877273692e-09
1139906463_que-saben-las-webs-que-visitamos-de-nosotros-con-projectip-lo-sabras,0,0,5.229760333515241e-13
1143974494_portforwarding-configura-tu-router,0,0,1.5581185456057973e-13
1147087627_acabar-con-el-timo-de-los-telefonos-800,0,0,1.4526026959141558e-13
1146090787_es-la-habilidad-de-usar-herramientas-no-las-herramientas-en-si,0,0,3.0998019131491464e-13
1153414341_el-palito-mas-largo,0,0,1.3813523563555707e-13
1163181813_supuesto-cortacopiapega-javimoya,0,1,0.9999999999616378
1162057166_masacre-inminente-oaxaca-mexico,0,0,0.027990557826273084
1147516468_wikipedia-en-las-escuelas,0,0,3.5474232506039144e-13
1151865782_sin-casa-pero-con-portatil,0,0,1.5808240666688706e-13
1144671946_el-servicio-secreto-sueco-censura-google-maps,0,0,1.3813523563555707e-13
1136454478_dreamhost-ofrece-1-tb-de-trafico-en-su-opcion-basica,0,0,5.229760333515241e-13
1158447928_lista-de-juegos-gratis,0,0,3.3734217071161873e-13
1164209209_mapa-basura-chatarra-espacial-nos-rodea,0,0,4.973239950742341e-13
1163934414_companias-pueden-echar-avion-oler-mal,0,0,4.567963722635788e-07
1161704245_segun-wwf-cuba-unico-pais-mundo-mantiene-desarrollo-sostenible,0,1,0.9999999999414715
1152521479_caos-inmobiliario-espanol-noticia-europa,0,0,5.229760333515241e-13
1159642282_solo-idiota-compraria-youtube-dice-multimillonario-mark-cuban,0,0,1.5032844532223627e-13
1160256673_tu-primer-ordenador,0,0,1.5032844532223627e-13
1150747517_copiando-a-las-termitas,0,0,3.0998019131491464e-13
1156757949_microsoft-comienza-activar-pop-ups-windows-xp-actualizacion-kb905474,0,0,3.2596901110155395e-13
1152784836_biblioteca-de-modelos-de-datos,0,0,1.3813523563555707e-13
1140107120_antena-3-llama-polaco-al-catalan,0,0,1.3813523563555707e-13
1162745422_visitando-marina-dor,1,0,2.8063007266961934e-07
1158848704_logotomias-parodias-logotipos-mas-famosos,0,0,1.3813523563555707e-13
1137421742_el-pais-sigue-confundiendo-hackers-con-piratas,0,0,3.2596901110155395e-13
1164593914_el-desafio-ubuntu,0,0,0.025778756952944026
1148950435_empresas-usen-linux-podran-comunicar-seguriad-social-mediante-sistema-red,0,0,5.229760333515241e-13
1161512971_toma-huellas-dactilares-pubs-ingleses,0,0,1.2687844536513672e-07
1145220024_busqueda-por-tags-en-meneame,0,0,1.5808240666688706e-13
1166719728_ee.uu-maryland-suspende-pena-muerte-van-tres,0,0,0.005080686546855752
1153449853_favor-archivos-doc-no-version-rms,0,0,3.0998019131491464e-13
1150272882_juez-deja-libertad-atracadores-15-bancos-detenidos-infraganti-geo,1,0,3.2596901110155395e-13
1161340398_sevilla-todos-ediles-salvo-pp-publican-bienes-web-municipal,0,0,2.6162579799277004e-07
1162242618_no-es-una-noticia-de-interes,0,0,0.11626930845945993
1142288694_the-it-crowd-101-subtitulos-en-espanol,0,0,1.3813523563555707e-13
1158602087_disenos-increibles,0,0,1.3813523563555707e-13
1160089246_casa-habitaciones-escondidas,0,0,1.4526026959141558e-13
1148418273_comerse-mocos-saludable-meterse-dedo-nariz-sano,0,0,1.3813523563555707e-13
1151915615_que-es-intenet,0,0,1.4526026959141558e-13
1141069311_la-hegemonia-del-idioma-ingles-amenazada,0,0,3.0998019131491464e-13
1155008011_motor-homopolar-mas-simple-todos,0,0,1.4526026959141558e-13
1156001370_buscar-todo-tipo-de-iconos,0,0,3.5474232506039144e-13
1167426124_hoygans-atacan-web-no-puedo-creer-hayan-inventado,0,1,0.9989583037107517
1142237188_baterias-de-combustible-para-los-portatiles,0,0,1.3813523563555707e-13
1153163504_piloto-pinochet-confiesa-haber-lanzado-opositores-mar,0,0,5.229760333515241e-13
1165768549_chilenos-no-quieren-entierro-estado-para-dictador-pinochet,0,0,0.02909880526421296
1145820290_la-riaa-demanda-a-una-familia-que-no-tiene-ordenador,0,0,1.5032844532223627e-13
1160566446_amd-desvela-quad-core-barcelona,0,0,3.2596901110155395e-13
1138472042_vida-de-profesor-examen-de-literatura,1,0,5.691391749020553e-13
1164134975_gris-profe-universidad-escribe-libro-brillante-sobre-net-art-hackers,1,0,2.6162579799277004e-07
1162415168_last.fm-ha-anunciado-relanzamiento-website,0,0,3.212870882971584e-13
1158082401_guitarrista-queen-opina-sobre-macbook,0,0,1.4526026959141558e-13
1162335958_detenido-madrid-uno-narcos-mas-buscados-mundo,0,0,9.473116634945968e-06
1145889733_google-maps-captura-las-imagenes-del-helicoptero-de-mariano-rajoy,0,0,1.3813523563555707e-13
1141165754_vulnerabilidades-criticas-en-wordpress-201-y-anteriores-versiones,0,0,3.2596901110155395e-13
1154133228_piscina-elipa-convocatoria-besada-contra-homofobia,0,0,1.5808240666688706e-13
1154899089_curiosidades-dominio-polemico-www.ie7.com,0,0,3.5474232506039144e-13
1140176718_comprar-en-internet-con-tarjeta-ajena-no-es-delito,0,0,4.973239950742341e-13
1163290870_porque-lloramos-cuando-cortamos-cebolla,0,0,2.275574306549227e-09
1167584105_incautados-1000-kgs-animales-exoticos-destinados-consumo-humano,0,0,4.343904641743264e-07
1144843315_farmaco-generico-de-la-india-resulta-eficaz-contra-el-sida,0,0,5.229760333515241e-13
1147296318_sony-se-rinde-ante-apple-usara-el-formato-aac,0,0,5.229760333515241e-13
1152640764_firefox-ya-tiene-16-todos-usuarios-ee.uu-39-alemania,0,0,1.4526026959141558e-13
1157602556_guia-de-comprar-de-cds-y-dvds,0,0,3.2596901110155395e-13
1150991937_supercomputadora-rompe-record-velocidad,0,0,1.4526026959141558e-13
1165256188_nuevos-capitulos-futurama-sexta,0,0,1.1086865766860114e-07
1146759319_zamora-y-cadiz-dos-de-los-futuros-procesadores-con-cuatro-nucleos-de-amd,0,0,1.4526026959141558e-13
1160992112_emma-maersk-mayor-carguero-mundo,0,0,1.3813523563555707e-13
1157735980_web-senegalesa-explicaba-como-venir-cayuco-realidad-web-cachondeo,0,0,1.4526026959141558e-13
1160581970_corea-considerara-declaracion-guerra-cualquier-sancion,0,0,0.027072431242713278
1138010889_css-php-como-complementar-un-lenguaje-con-otro,0,0,1.4526026959141558e-13
1158110464_unas-grabaciones-desvelan-mundo-pago-suarez-trashorras-para-mintiera-sobre-11-m,1,0,1.863517207442227e-12
1160126399_no-vas-tener-casa-puta-vida-vuelve-16-o,1,0,1.4526026959141558e-13
1146999328_hacer-el-amor-en-la-cabina-del-avion-ya-tiene-precio-200-dolares,0,0,1.5032844532223627e-13
1150559824_ropa-puede-contener-sustancias-quimicas-son-conocidos-cancerigenos-greenpeace,0,0,5.691391749020553e-13
1158178204_sindrome-google-historia-entrevista-trabajo,0,0,3.2596901110155395e-13
1164667606_reconocimiento-ingenieria-tecnica-informatica,0,1,0.9999993702711749
1141509983_google-gdrive-no-solo-un-rumor,0,0,3.5474232506039144e-13
1155060204_mas-retoques-fotograficos,0,0,5.229760333515241e-13
1148244248_gigatron-para-eurovision-2007,0,0,1.5808240666688706e-13
1153265935_proceso-desarrollo-aplicacion-informatica,0,0,3.0998019131491464e-13
1162547415_agresion-estudiante-ciudadanos-autonoma,1,1,0.9999999999999999
1150542420_test-de-aptitud-inteligencia,0,0,1.5032844532223627e-13
1139217013_wikipedia-seis-grados-de-separacion,0,0,1.4317388301597227e-13
1149959747_congreso-aprueba-resolucion-favor-sahara-occidental-voto-contra-psoe,0,0,3.5474232506039144e-13
1138471125_linotipo-el-arte-de-enlazar,1,0,5.609645767313784e-13
1160954045_boeing-testea-arma-laser-aerotransportada,0,0,4.502353670252967e-07
1143485621_meneame-mes-de-marzo-1-millon-de-visitas-alcanzadas,0,0,1.4526026959141558e-13
1163613673_desmitificando-solo-1-internet-porno-ingles,0,0,0.007296073085193381
1149850882_llamalo-pop-vivir-margen-sgae,0,0,1.3813523563555707e-13
1159126598_pda-gnulinux-acabo-perder-datos,0,0,3.5474232506039144e-13
1153113859_piet-lenguaje-programacion-distinto,0,0,1.4526026959141558e-13
1156245341_es-o-no-para-tenerles-miedo,0,0,4.973239950742341e-13
1163768984_falsas-etimologias,0,0,5.229760333515241e-13
1149673918_continua-avanzando-desarrollo-kde4,0,0,3.0998019131491464e-13
1163948586_monasterio-escorial-necesario-ser-guia-para-poder-hablar-monasterio,1,1,0.8929463499221099
1157883118_entrevista-partido-pirata-razon,0,0,5.691391749020553e-13
1141287069_microsoft-desplazara-a-google-en-seis-meses,0,0,1.4526026959141558e-13
1148324512_saramago-los-heroes-de-hoy,0,0,5.229760333515241e-13
1151964701_nueva-serie-divinos-aparecen-ubuntu-amsn,0,0,1.3813523563555707e-13
1147649754_la-insolidaridad-con-la-manifestacion-por-una-vivienda-digna,0,0,1.5808240666688706e-13
1160465892_la-cola-mala-para-los-huesos,0,0,0.007669519223377722
1143402141_los-50-paises-mas-ateos,0,0,1.5032844532223627e-13
1157096695_hackear-wi-fi-para-principiantes-manual,0,0,3.2596901110155395e-13
1165438924_constitucion-ese-texto-humoristico,0,0,4.197454229154239e-07
1144399839_eeuu-planea-reactivar-su-armamento-nuclear,0,0,1.3813523563555707e-13
1148327986_tercera-sentada,0,0,1.4526026959141558e-13
1158507111_meneame-formando-mejores-empleados,0,0,1.5032844532223627e-13
1145955308_que-es-un-raid,0,0,1.3813523563555707e-13
1148431939_para-todas-personas-leen-meneame,1,0,1.4526026959141558e-13
1149914619_tux-ascii-utilizando-codigo-c-linux,0,0,1.5032844532223627e-13
1147982595_los-requisitos-minimos-para-windows-vista-ya-han-sido-anunciados-oficialmente-por-microsof,0,0,3.0998019131491464e-13
1166385861_mayor-compania-farmaceutica-mundo-pillada-in-fraganti,0,0,2.8063007266961934e-07
1141663062_mac-os-x-crackeado-en-menos-de-30-minutos,0,0,1.4526026959141558e-13
1156017270_nsfw-tubbr-el-pr0n-de-youtube,0,0,1.5032844532223627e-13
1143585486_el-primer-riya-bombing,0,0,1.3813523563555707e-13
1149838185_me-enlazan-efecto-real-salir-meneame-fresqui-pais,0,0,5.229760333515241e-13
1152206383_pumares-contra-el-canon,0,0,1.3813523563555707e-13
1152081556_parlamento-europeo-condena-franquismo-excepcion-pp-ultraderecha,0,0,5.229760333515241e-13
1136568911_fotos-retro-de-ibm-1979,0,0,3.2596901110155395e-13
1154372443_china-construye-refugio-nuclear-capacidad-para-200.000-personas,0,0,3.2596901110155395e-13
1149738132_google-interesada-comprar-you-tube,0,0,1.3813523563555707e-13
1165508352_paradoja-del-granjero-pertiga,0,0,0.017048005860897265
1145925415_instrucciones-de-instalacion-de-meneame-en-10-no-tan-retorcidos-pasos,0,0,1.4526026959141558e-13
1165832937_panel-antena-telefonia-movil-vodafone-desploma-contra-terraza-habitada-salamanca,0,1,0.999941750427525
1141384765_la-frikipedia-__vuelve__-a-cerrar,0,0,1.4526026959141558e-13
1154045293_partido-pirata-espanol-ya-tiene-nombre-oficial,0,0,5.229760333515241e-13
1157195845_segun-sgae-ccoo-dedica-echar-basura-sobre-creadores,0,0,1.5581185456057973e-13
1160330631_estudiantes-britanicas-prostituyen-para-pagarse-estudios,0,0,0.018524957978953347
1166627937_disenan-ducha-aire-logra-disminucion-30-gasto-agua,0,0,2.0910014230880563e-09
1158363791_narcos-mexicanos-escolar.net,0,0,3.0998019131491464e-13
1142516657_el-gran-fraude-de-la-gripe-aviar,0,0,1.4317388301597227e-13
1139878388_compiz-el-gestor-de-ventanas-que-amenaza-al-windows-vista,0,0,5.229760333515241e-13
1160679129_si-humanos-desaparecieramos-hoy-pasaria-foto,0,0,2.017413848317467e-09
1149015398_marine-norteamericano-relata-matanza-24-civiles-iraquies-14-ellos-menores-entre-1-14-anos,1,0,1.4526026959141558e-13
1142355852_ascii-del-ano-1948,0,0,1.3813523563555707e-13
1152320914_resumen-pelicula-cazafantasmas-gif,0,0,1.5032844532223627e-13
1158938495_gnome-3.0-topaz-threepointzero,0,0,5.229760333515241e-13
1151009786_representacion-visual-como-evoluciono-alfabeto,0,0,1.3813523563555707e-13
1160904450_aleman-ofrece-fecundar-2.000-paraguayas-para-generar-ciudadanos-germanos-facilitar-emigrac,0,1,0.9999999999659899
1158305851_historia-tanque-2-guerra-mundial-descanso-56-anos-bajo-lago-estonia,1,0,3.212870882971584e-13
1139692185_capitulo-4-de-it-crowd-en-bittorrent,0,0,1.5808240666688706e-13
1161894076_joven-zaragozano-premio-internacional-inventar-nueva-silla-ruedas,0,0,5.229760333515241e-13
1166449588_dificultad-juegos-espanoles-8-bits,0,0,7.637870824469163e-09
1141648418_blockbuster-se-marcha-de-espana-echandole-la-culpa-a-la-pirateria,1,0,3.0998019131491464e-13
1159388232_el-enigma-hasefroch,0,0,1.3813523563555707e-13
1158619705_como-hackear-windows-2000xp-pero-sin-cambiar-contrasena,0,0,1.4526026959141558e-13
1154599949_arreglo-tu-ordenador-cambio-sexo,1,0,5.17605004204105e-13
1154295566_gran-bretana-importa-esperma-espanol-escasez-donantes,0,0,1.5808240666688706e-13
1155538570_trabajadores-prat-ya-tiemblan,0,0,5.154644806170298e-13
1162938559_funciones-photoshop-nunca-usamos,0,0,0.007669519223377722
1167379899_el-euro-desbanca-al-dolar,0,1,0.9999387460908133
1152404893_que-no-cuentan-visita-del-papa,1,0,5.691391749020553e-13
1141480991_progenitor-a-tengo-hambre,0,0,3.5474232506039144e-13
1154514612_cervezas-siempre-frescas-gracias-sol,0,0,1.4526026959141558e-13
1147689340_convierte-un-monitor-normal-en-una-pantalla-tactil,0,0,1.3813523563555707e-13
1145710929_las-10-mentiras-que-te-dijo-tu-mama,1,0,3.3734217071161873e-13
1161077187_prisacom-impone-copyright-sobre-obras-copyleft,0,0,7.637870824469163e-09
1145071138_21-vulnerabilidades-criticas-encontradas-en-firefox,0,0,1.5032844532223627e-13
1156160677_navegadores-y-personalidad,0,0,5.229760333515241e-13
1154690754_ley-davsi-finalmente-aprobada,0,0,5.154644806170298e-13
1162659672_por-que-los-crios-salen-asi,1,0,4.567963722635788e-07
1157324225_kde-vs-gnome,0,0,5.412228288964271e-13
1137361328_aparca-en-el-balcon,0,0,3.3734217071161873e-13
1153743896_ong-reciben-cada-vez-mas-herencias-donativo-antes-solo-iba-iglesia,0,0,3.2596901110155395e-13
1161784275_si-bebe-no-conduzca-llamenos,0,0,1.4526026959141558e-13
1155994338_le-quitan-multa-gracias-google-maps,0,0,1.5808240666688706e-13
1160432804_microsoft-finaliza-hoy-soporte-oficial-para-windows-xp,0,0,3.9915686689978007e-07
1146215487_sgae-en-el-emule-que-no-te-intimiden,0,0,3.0998019131491464e-13
1161356689_presidente-iran-volvio-negar-holocausto-dijo-israel-mayor-insulto-dignidad-humana,0,1,0.9999999894331716
1161969157_como-multiplicar-cuatro-usuarios-tu-foro,0,0,4.692278668077899e-09
1150297810_efecto-petardas.com,0,0,1.3813523563555707e-13
1140698250_como-animar-a-las-mujeres-a-linux,0,0,5.229760333515241e-13
1155802134_curioso-consejo-guardia-civil-ninos,0,0,3.0998019131491464e-13
1146831020_xitimonitor-la-media-del-20-de-uso-de-firefox-es-sobrepasada-por-la-mitad-de-paises-europe,0,0,1.4526026959141558e-13
1149723422_siete-anos-de-barrapunto,1,0,1.4526026959141558e-13
1162364701_ee.uu-detenido-disfrazarse-osama-bin-laden-halloween,1,1,0.9998625546072528
1149061618_populicio.us-mejor-forma-informarse-vistazo-cuece-red,0,0,1.3813523563555707e-13
1160585111_ministerio-vivienda-bloquea-visita-onu,0,0,1.4317388301597227e-13
1163958616_cuatro-millones-ninos-mueren-antes-primer-mes-vida-todo-mundo,0,0,7.9043584975998e-09
1140985135_blogger-nunca-borra-imagenes,0,0,1.5808240666688706e-13
1166102106_nuestros-inquietos-ojos-no-nos-vuelven-locos,0,0,7.637870824469163e-09
1152690948_descarrila-metro-chicago-mil-pasajeros-interior,1,0,3.2596901110155395e-13
1150875251_gigantes-industria-intentaran-crear-distribucion-linux-para-dispositivos-moviles-global,0,0,3.2596901110155395e-13
1160413953_iran-siete-mujeres-esperan-lapidacion,0,1,0.9993169792092316
1165675820_71-universidades-espanolas-cede-pagerank-universia-incluso-detrimento-propio,0,0,8.562771123344956e-12
1147526141_esta-noticia-si-que-es-un-delito,0,0,1.5808240666688706e-13
1156688660_p-versus-np-nunca-entendiste,0,0,3.5474232506039144e-13
1162480387_usuarios-ebay-espana-combaten-cuenta-mafia-timadores-asiaticos,0,0,5.154644806170298e-13
1160119839_hallan-un-monstruo-en-artico,0,0,1.4526026959141558e-13
1160414313_mary-elefanta-que-murio-horca,0,0,2.1214723246045184e-09
1150285877_y-tu-que-tal-aparcas,0,0,1.4526026959141558e-13
1148332907_amd-k8l-cuatro-nucleos-procesador,0,0,3.2596901110155395e-13
1152357092_echan-presentadora-presuntamente-borracha-lasexta-galego,0,0,1.5808240666688706e-13
1147082363_manuel-a-cuba-el-ascensor-espacial-ascenderia-desde-una-plataforma-al-oeste-de-ecuador,0,0,5.229760333515241e-13
1161335041_400-dolares-add-on-nuevo-internet-explorer,0,0,2.4879302385640547e-07
1139331951_mitos-sobre-el-posicionamiento-en-buscadores,0,0,5.229760333515241e-13
1141287903_simulador-de-sujetadores-para-deportistas,0,0,1.3813523563555707e-13
1140531789_la-webcam-indiscreta,1,0,1.4526026959141558e-13
1151522476_monarquia-costo-britanicos-54-millones-euros-ultimo-ano,0,0,3.0998019131491464e-13
1162555259_musicos-soziedad-alkoholika-niegan-enaltecieran-eta,1,1,0.9999999999635194
1156001797_quien-quema-los-bosques,0,0,5.412228288964271e-13
1165390134_federico-jimenez-ganador-i-concurso-imbecil-columna,1,1,0.9999999999835747
1147305880_esto-es-lo-que-pasa-cuando-se-fomenta-la-cultura-del-siguiente-siguiente-siguiente,0,0,3.2596901110155395e-13
1153673688_estoy-confundido-eso-web-2.0,0,0,1.5808240666688706e-13
1159927557_opensuse-abandona-reiserfs,0,0,3.2596901110155395e-13
1157997142_tve-emitira-redes-programa-punset-horario-decente,0,0,3.2596901110155395e-13
1147436404_el-verdadero-inventor-del-telefono,1,0,1.4317388301597227e-13
1163012778_perl-esta-muerto-no-sabemos-usarlo,0,0,0.007669519223377722
1146122760_hackear-un-ascensor,0,0,1.3813523563555707e-13
1149704716_manipulacion-mala-praxis-estudios-financiados-gobierno,0,0,1.4526026959141558e-13
1140693639_una-semana-sin-google,0,0,1.4317388301597227e-13
1166862265_corte-eeuu-rebajo-casi-mitad-multa-derrame-petroleo-exxon,0,0,2.275574306549227e-09
1165157140_inglaterra-no-extendera-copyright-hasta-95-anos,0,1,0.9999929827915462
1150458684_mensaje-escondido-the-pirate-bay-contra-mpaa,0,0,1.4526026959141558e-13
1157240278_como-saber-si-web-contiene-spyware,0,0,3.3734217071161873e-13
1162250091_miles-citas-proverbios-celebres,0,0,1.3813523563555707e-13
1164383353_manipulacion-mala-praxis-estudios-financiados-gobierno,0,0,2.4879302385640547e-07
1164359483_felicidades-senor-no-ya-dirigente-politico-peor-valorado,0,1,0.9999999999833352
1161556451_copo-nieve-magnificado-300um,0,0,0.00834086170286301
1157825449_campana-humoristica-contra-retraso-ps3-europa,0,0,5.691391749020553e-13
1139411931_mangas-verdes-espiado-por-la-sgae,0,0,1.3813523563555707e-13
1150989137_guru-anti-linux-microsoft-deja-compania,0,0,1.4526026959141558e-13
1146969894_para-desentranar-el-pasado-debemos-sumar-todas-las-posibles-historias-del-universo-que-qui,0,0,1.5808240666688706e-13
1153472524_evita-le-amputen-pierna-macgyver,0,0,3.0998019131491464e-13
